Review-Body,label
super quality product,0
the back button is problematic as i think,0
good,0
highly recommended,0
good performance,0
satisfied and worthy,0
this phone hangs frequently,0
good camera,0
value for money,0
worst phone of the world,0
within,0
the media could not be loaded,0
nice quality good reviews good quality amazon realme,0
very good mobile should add ear phones with the pack,0
battery performance hard,0
i never saw dropping calls in between in any mobile except nord ce,0
dear team,0
like dslr,0
i expected more,0
screen quality is goodgood power backup,0
wonderfull set,0
battery life,0
good camera,0
good,0
nice as per price,0
value for money,0
mi remote not available in this model redmi,0
guys please don,0
battery good camera poor,0
nice phone,0
very worst mobilemy total money,0
good phone with many advanced features at affordable pric,0
redme,0
best phone at this price,0
camera is not so good hardware combination is not propre,0
redmi,0
very good fone in this price range amoled screen is very nice,0
let me see for a couple of week,0
low budget phone,0
the media could not be loaded,0
i like this product because display quality is good,0
mobile bill,0
battery life and amoled display,0
camera quality is not up to the mark otherwise it,0
pros,0
best in segment,0
good phone,0
nice mobile second purchase nice blue color thanks,0
since i had a very slow charging phone before,0
bahut hi accha phone hai battery backup accha h,0
i purchased this one in a exchange offer just only,0
durable phone at this price range,0
nyc phone overall average,0
yes you can buy but camera quality is not so goodrest is ok,0
excellent battery life,0
camera quality is so so,0
quality not good,0
a,0
very nice,0
volume not good,0
the product is very nice and excellent,0
finger lock senserwis too quick love it,0
good,0
super fantastic ok,0
best phone for first time smart phone users,0
good,0
there is a image taken from this mobile,0
camara is not good and upto the mark,0
overall its good but it,0
good product,0
improve tha camera lens quality,0
google dialer and contacts dalkar raddi bana diya phone ko,0
over all good product in this price range,0
the camera is good,0
valuable mobile of this range,0
installation is not easy,0
phone is almost gud but display quality is sufficient,0
worth for money,0
for daily use it is ok,0
note,0
decent phone but camera is not great that we expected rather than that other thing is good,0
starting with cons,0
na,0
i have not received my cashback till now by amazon,0
one of the best multimedia viewer phone in this price range,0
not upe to the mark no clarity on camera compare to normal mobilebattery is not up to the mark,0
display was superb,0
best display,0
bakwas mobile,0
this is my,0
battery gudcamera quality fairfinger print okamoled displays gud lookingdual speakers is sprbno heating issuefor normal usage can buy and use it worths,0
front camera is not that good,0
nicely perfect,0
according to it,0
ok,0
good mobile,0
budget phore and letest version,0
camera quality bad,0
worst camera i have ever witnessed,0
not good,0
avarage camara andbest battery,0
good phone good delivered but packing was stolen that i didn,0
buy this phone for superb amoled display,0
good for the price,0
good value for money mobile,0
the phone is good for multimedia streaming such as youtube,0
good phone but miui,0
very good battery life,0
looks a great phone for,0
good,0
may,0
i like the battery the most on this phone cause i used it for a day and it didn,0
best product in this price rangemiui,0
good,0
i liked phone,0
display and haptics are awesome,0
nice phone,0
good,0
good quality,0
nice,0
i am happy with the product,0
like this mobile modelnise mobilenew lonch and app speed goodgood quality i am like,0
its best phone in its category,0
the media could not be loaded,0
the phone seems good to me,0
camera quality is very bad,0
all is best,0
the media could not be loaded,0
finger print reader,0
i purchased it for my father,0
it hanges many times,0
pixels are not clear and photos are blurred when zoomed even little bit so details are not provided as per,0
battery does not last longer,0
pic quality is good,0
awesome product at affordable price,0
mobile was soo good bcoz of this camera is very poor clarity,0
very very poor phone always hang,0
product is good but taking a time for delivery is too bad,0
nice phone in this range value for money fingerprint ok camera quality proper not ok,0
good,0
mobile phone good but aspect is not fulfill,0
the mobile is that you want,0
good product,0
the media could not be loaded,0
best phone in this price range,0
this is good product for regular use and in budget,0
worth for money,0
nice battery back and amazing phone in this segment,0
processor sd,0
iski automatically voice chali jati hai,0
excellent for this price,0
was expecting better from oppo,0
good product,0
nice mobile,0
good product and service of flipkart,0
i like battery backup and speed of the ram,0
camera is ok ok,0
loved the camera,0
nice product i,0
fingerprint automatically unlocking everyone has,0
all good,0
good camera quality,0
decent product,0
it,0
this product is best,0
awesome product,0
nice,0
in this price this mobile set is perfect to all the requirements,0
excellent product for the price point,0
ok,0
in this product the charger was very bad it start heating and phone was also heating plz replace my product and give me other product i wnat to exchange my phone,0
good quality at resenable rate,0
value for money,0
lower quality phone,0
nice,0
worst phn at,0
all good i,0
mi redmi mobile every mobile comparison other network connection week,0
for some reason the compass in the redmi,0
very good condition important is use fast,0
its very bad,0
good product,0
good mobile,0
value for money,0
camera is medium,0
worth for price,0
nice mobile for video,0
worth for money,0
thanks,0
good phon under this price,0
nice,0
nice mobile best buy,0
good battery life and screen resolution,0
worth for price,0
best camera nice quality picture,0
best quality phone,0
i was confused,0
best phone at this price range,0
good smartphone for general use,0
this mobile is all good but the camera is not upto the mark,0
nice raning slightly tuff,0
the best part is its amoled screen and best battery life,0
i am using for,0
redmi note,0
redmi note,0
amoled screen with,0
as a user of different uis,0
good phone and amazon service very best,0
batteey dead in small time,0
i could be way more technical but as a day to day user,0
no flaws,0
very bad experience with this phone it,0
i got this phone just as a backup phone,0
my mother,0
everything is okay,0
great phone in this price range,0
good,0
very good mobile in range and good speed performance while using and copying,0
good,0
working fast n good,0
it was good for printer and quality,0
value of money,0
it has,0
although its battery backup is very nice and last for at least one day and miui,0
avrez,0
buildup is good,0
pros,0
phone is good,0
very good mobile or oms display and video quota,0
i,0
light weightbut battery was too good,0
good phone feature on budget value price,0
good,0
the media could not be loaded,0
everything is good,0
it,0
good product,0
poor quality chinese phone,0
dislike,0
automatic switch off handset after,0
the media could not be loaded,0
i didn,0
if you,0
good product,0
please don,0
the phone seems to be good,0
big major charging issue,0
its good its fast and well balanced,0
little bit lag i noticed,0
this is not an upgaradation of previous models like note,0
the media could not be loaded,0
hanging issue don,0
got defect mobile and not getting proper inspection also,0
exellent product,0
touch and fingerprint scanner doesn,0
not good,0
camera quality is not good as mention in box,0
battery life is pathetic,0
i click the pics and i feel after see pics i go back to,0
i used this product from very long time,0
poor camera camera quality sound quality,0
it is very burst produst and waste of money,0
i wanna replace my phone as the touch is not working properly sometimes it is automatically had multiple touches and shows warning of accidental touches,0
value for money and it,0
please don,0
worst brand not for gaming,0
best budget smart phone,0
i have bought this item,0
missing charger adopter,0
nice phone,0
bad experience,0
nice phone but,0
hi,0
phone is good,0
this phone has poor camera quality,0
very slow phone,0
this mobile was allready used by some one before i brought it,0
calls are not coming often,0
not honer type,0
don,0
fake,0
bakwas,0
it looks very cheap and does not worth for money,0
charger adopter not received in the box,0
clear sound and quality and loudernice camera quality at this pricebattery is goodsmoothest phone at this pricefor gaming it is best at this low price i didn,0
the back panel finish looks very premium with flat design,0
front camara no good,0
my,0
the media could not be loaded,0
touch response is good,0
best mobile i had,0
guys,0
batteries issue,0
only camera is okay but not too good,0
touch is not good,0
boht bakwas hai,0
camera quality very poor but all of fast,0
the worst product,0
i purchased this phone on,0
thank you amazon,0
review after,0
the media could not be loaded,0
screen touch is poorless responsivephone not working properly,0
have you noticed that redmi phone do not last over,0
please ignore all the bad reviews,0
battery capacity very low,0
the worst phone first day itself the phone is too heat while using,0
superb phone,0
the device is lagging too much and i am having a hard time using it and sometimes the camera stops working on mid way while using it,0
i want to,0
extremely disappointed with the battery and response of the phonebattery life is very poor,0
bakwas,0
nice phone you can buy a everything is awesome go for it,0
average camera,0
thanks iqoo for all the disappointment,0
phone hangs a lot,0
good not,0
i recive today morning a,0
may be packed with headphones and tampered glasses,0
touch screen doesn,0
wrost product,0
the phone got dropped once on the floor and the damage is too much,0
after using one month i am responding,0
fingerprint sensor of the this mobile is not of that great timing,0
battery n camera awesomevalu for money,0
good,0
good slim,0
one plus,0
don,0
na,0
camera quality isn,0
call recording not a feature,0
really bad camera quality,0
good picture quality,0
overall a good phone with good display,0
not quality,0
simple wow,0
don,0
camera quality very poor,0
just for music or sometimes games that,0
motherboard problem occurred after a month,0
bad charging speed even with,0
hanging problem after one month of usage,0
all software are good working even not good working it,0
nice,0
issue,0
the mobile is not getting charged since today afternoon,0
is not got good mobile noy smoth touch and qulity bed,0
battery suparebcamra extentdesign amezinglook niceall proform superb,0
other end user is gets voice intimation when you record the call,0
phone is lagging vry much,0
now the phone stops,0
flop,0
battery performance is so poor,0
from past few months samsung is deteriorating it,0
amazing phone,0
the media could not be loaded,0
display is not good,0
good,0
the media could not be loaded,0
good,0
not good,0
camera quality is very bad and phone sensors are not working smoothly worst phone you can go for mi note,0
battery life is excellent,0
battery life and camera is very bad by paying that much of money not getting the proper quality,0
i like pard,0
not worthy for,0
worst product,0
worst touch responce,0
got this phone after hearing about the refresh rate,0
this review after,0
display is good,0
high resolution video not playing in this mobile,0
it,0
camera poor,0
really awesome mobile,0
value for money,0
there is some random beeping sound along with touch screen problem,0
issue,0
please guys don,0
good,0
it,0
camera quality bkawaas,0
it could have been better,0
at first it was working but after two days the sensor is not working,0
below are some points based on my,0
good,0
please don,0
apart from display look,0
worst mobile,0
starting with price,0
phone is hanging often,0
don,0
the day i got,0
this phone was recommended by my son for offical work and i picked beautiful blue,0
redmi,0
not worth,0
bakwas,0
everytime it,0
charger missing in box,0
it,0
battery drains too fast do not even last,0
i have been using this phone from,0
facing heating issue,0
it,0
ok,0
well,0
phone lags,0
camera is fully bad,0
call recording option not available without background sound notification,0
this phone camera is very bad,0
sound is very low,0
nice one,0
mera experience batana chahta hunsirf processor ko dekh ke phone lena bewakufi hai acha camera bi bhut jaroori hai jo ke is phone me nahi hai mujhe bhut disappointment hua iske camera ko leke to be careful purchase se pahle,0
battery backup is not good,0
overall good,0
the media could not be loaded,0
lag in touch response,0
good budget phone for gaming purposes,0
camera is very poor,0
mobile is super and best experience,0
good phone,0
it,0
i dont know but the setting keeps on changing,0
camera quality was worst am not expect this from amazon,0
the media could not be loaded,0
front camera very worst,0
nice,0
super fast phone,0
it,0
process unable to delete even,0
some features are copied from nokia,0
camera quality is good,0
the product has value of money and pretty good to use,0
good,0
cammera quality not that special but everything is awesome,0
i,0
mobile is being hang continue,0
good,0
under,0
camera quality worst,0
sometimes more frequently touch screen can,0
good product,0
wastage of money,0
nice,0
good product,0
good,0
super mobile and best quality big phone,0
i like this phone but battery size,0
its a good budgeted phone,0
products performance very weak,0
bluetooth not workingfingerprint work not properlyhotspot not worknetwork issue,0
battery average camera average money best,0
not good,0
fingerprint reader,0
good for its price but need improvement in charger cable it,0
camera is not good,0
i hate fingerprint sensor,0
good product,0
it,0
all items good,0
it,0
super,0
the media could not be loaded,0
i like this for good looking and awesome design,0
battery life is good and camera is not good,0
i did not get charging adaptor missing,0
os keeps closing background apps too soon,0
good for lower budget,0
excelent quality,0
camera quality and processor are better in this price,0
very smart mobilemobile is very easy to use and also very nice to look at,0
nice phone,0
i like this phone value for money,0
good phone to use and very light weight and user friendly with a reasonable price,0
best diplay,0
this product is best and best under price sound clear and camera quality best,0
nice phone,0
phone is running smooth and aesthetics is good,0
excellent,0
thik thak hai phone,0
good,0
everything related to the display is awesome,0
supr,0
i dislike its amoled panel,0
camera,0
camera of this phone is worst ever,0
nice phone,0
battery life is not good,0
gajb,0
excellent phone and delivery from amazon,0
bad front camera,0
the media could not be loaded,0
very bad camera quality,0
no gud phone,0
it,0
great mobile,0
the media could not be loaded,0
good,0
excellent mobile in this price range,0
awesome,0
awesome product,0
this phone is best budget phone and i recommen that any one who is lover of redmi can buy this phone unhesitatingly,0
good mobile,0
best in class,0
better than battery,0
very very wost package,0
i like this mobile,0
i like the displaydislike,0
overall the phone is very good,0
same time screen not working,0
very nice mobile,0
underperformance phone,0
speaker not working,0
mi mobile phone is better futures,0
overall phone is excellent,0
battery life is good,0
all is good but camera and vedio quality is not good,0
overall nice pakage on this price segment,0
within,0
really nice mobile it,0
good product valluy ofmoney,0
issue,0
phone working speed is good but i am not happy with camera quality,0
i,0
budget phone,0
good,0
its a good phone,0
won,0
very poor quality phone,0
it is an average performance device and at some part it performs below average,0
i bought this product,0
the media could not be loaded,0
best budget phone for daily uses,0
i like this phone,0
very nice mobile,0
very nice mobile,0
pros,0
pros,0
this fon display quality n procesor is also,0
i buyed this for,0
good mobile,0
good product and little bit expensive rate,0
nice mobile in this price,0
phone is having heating issue after one month of use only,0
good,0
camera is not good at all,0
product is light,0
all is good in this product,0
good display,0
camera poor black shade apear in video calling as well as low light conditions poor performance and no video stablity while recording,0
average,0
good performance,0
good product,0
whatsapp video quailty very poor this phone and camara quality avoid this very bad,0
fast phone,0
the media could not be loaded,0
camera not working,0
the camera quality is pathetic,0
battery,0
up to the mark,0
very nice,0
it,0
awesome mobile with low range and functionality also working fine and processing speed is also good,0
good,0
the media could not be loaded,0
very good smartphone in this price,0
all is well but buttery is not good,0
pretty cool,0
camera,0
everything is excellent,0
very good,0
it,0
good product,0
battery performance is good but camera quality is lover then average,0
finger print is not user friendly,0
clarity of the camera is very poor,0
best mobile in this range,0
as price phone is value for money,0
fast internet,0
design,0
it is a nice phone in this price range,0
not worth for the money,0
good touch and display quality,0
value for money,0
good mobile,0
nice phone,0
good,0
the media could not be loaded,0
camera is just average and takes more time to charge full,0
it,0
fingerprint battery and camera quality is good,0
like,0
camera quality worst in this price,0
phone was very sluggish and touchscreen response is very bad,0
best phone,0
good products,0
value for money product,0
very very nice and beautiful phone under,0
good,0
thank you very much,0
camera quality is low,0
hii super product,0
display quality is awesomefront camera averageallover mobile is good in this price range,0
very good product,0
good mobile,0
ok,0
don,0
at list all are good,0
nice phone,0
very useful,0
charger mentioned in the box is,0
nice product,0
iike product,0
i love the quality of the phonesd,0
front camera not better,0
best of the best xiaomi,0
phone is very good and camera is osam and better beckup is good,0
good camera,0
excellent,0
satisfied,0
this phone is most useless because it has hitting issue i took it and returned it in,0
working,0
battery life ok its working at,0
good product at this range,0
good,0
weaste mobile ever,0
super phone from mi,0
best phone,0
camera is not good,0
very good productu,0
good experience to using this phone,0
this phones battery back up is good,0
the media could not be loaded,0
ok,0
camera quality good,0
i buy,0
super,0
value for money,0
never buy this product,0
good,0
nice work,0
good specifications for this money,0
very bad phone,0
wonderful phone with all the necessary features,0
good phone to buy,0
awesome phone,0
value for money,0
one of the best smartphone in this price range,0
best phone in this price tange,0
many more times every,0
good mobile under budget,0
good phone quality and best proformens,0
battery backup is good but camera quality is so poor,0
hii dislike this phonei feel speed is slow and camera also not good worst,0
this is gift to my friend,0
good,0
the product is good bt camera is not good as we expected,0
good,0
camera quality,0
issue,0
the media could not be loaded,0
performance and looking wise is good and camera quality should be improve,0
good,0
best phone for day to day usage,0
this phone is very best,0
good,0
fraud,0
okok,0
this mobile phone display,0
best mobile phone in this price but camera not up to the mark,0
like it,0
good,0
very good items,0
good cameras quality and superb battery life,0
hanging issue bahat jada hang ho raha hai don,0
like,0
best beld quality,0
camera worrest and service also,0
good product,0
camera was disappointment,0
this is the worst mobile in note series from redmi it lags very much and it,0
specific like for its overall performance quality,0
very good,0
just okay in this price,0
camera and audio is not clear work but battery life is good,0
really disappointed with it,0
the media could not be loaded,0
very compack design one hand use comfortable and fit my pocket easily,0
nice phone under this price range,0
after receiving phone only problem face getting lots of call from samsung to write a review,0
nothing,0
warranty card and user manual not provided in the box,0
in every aspect the phone is not good,0
mp rear camera quality is very poor,0
very good product,0
mast phone hai,0
camera quality is very poor at this price range,0
this is very costly product,0
best,0
amazing camera,0
best mobile in lower price,0
note,0
i like it,0
everything is good but camera quality is not so good,0
good camera,0
over all good,0
the media could not be loaded,0
epic quality,0
no ar and compass,0
i used for live streaming,0
camera and battery,0
fantastic,0
value for money,0
good,0
camera quality is very,0
well satisfied with this productsensors works fabulousbig screen sizeand rest all are also good too,0
good choice,0
the lot which is sold past few months is very bad in quality,0
phone is good but laggs a lot,0
for some upgrades,0
lid product,0
i don,0
don,0
overall good product with speed and camera excellent,0
like,0
sooner mobile,0
good for normally uses battery backup is also good,0
lot of technical issues with this phone,0
good,0
nice mobile in this range,0
ok,0
good option when offer are available,0
camera,0
it has very good software and hardware great specs in this price range and i love the color of this phone,0
awesome,0
all over is good,0
good phone with this price range,0
your product is really nice,0
very nice mob,0
amazing batery but phone has heating isshu,0
phone is veri hang and switch off many times in a day amazone promise replace phonebut not chang phone till now,0
ram management not good,0
the camera quality is too good,0
good,0
love this mobile,0
very good,0
mobile not bad but there is no charger in my mobile box,0
awesome display quality,0
great performance,0
over all ok,0
nice,0
nice phone but need few improvement in ram and camera,0
phone looks good works fine,0
good performance,0
its a budget mobile for budget buyers,0
i love redmi and this budget model is perfect,0
best device for normal gaming,0
i made big mistake of my life by buying this,0
given to one of my co worker,0
good,0
its wrorst product display damege in few days,0
mobile is really good in midrange pricedon,0
i am writing this review after one month use,0
nice budget mobile,0
this is a very good phone in this price range,0
worst phone,0
valuable for money,0
best phone for high performance and overall features,0
very good service,0
the phone hangs,0
great product,0
very bad product,0
this range is every thing is good,0
so far everything is going great,0
the media could not be loaded,0
contact search very slow if want to search sometimes taking time,0
chinese mobile is not good,0
good mobile,0
nice mobile,0
overall okbut battery life not satisfiedalso camera quality not very good comparison to price,0
good device with reasonable amount happy with performance of this mobile phone,0
osm,0
nothing in particular,0
super,0
phone not working properly,0
good product,0
battery life is not good and,0
mobile is good but camera quality not so good,0
bad product very badamazon doesn,0
good product,0
good product at low prices with good quality specifications,0
the media could not be loaded,0
very good,0
the finger print reader was awesome,0
best phone under this range,0
camera quality is not good but this phone is very good in this price range,0
value of moneybest discount offer,0
awesome phone in this range,0
good,0
phone is responsive and easy to handle,0
great product in a great price,0
good battery life,0
vary good,0
all over good then camera,0
nice looking phone best display in this price point camera ok battery best charging best,0
nice mobile value for money,0
camera quality not up to the mark,0
battery life is not as expected,0
very very very bed video quality this mobile only i have,0
not able to send mms,0
sound quality is pathetic,0
good battery life and camera quality,0
best phone ever in the market in this range,0
mobile,0
overall mobile is very good,0
very bad service and battery not charging phone not working,0
the media could not be loaded,0
hanging issue not good mobile i purchase offline from shop so do not purchase one plus nord,0
everybody goes to take it,0
good phone for this price,0
amazing product on best prise,0
it,0
over all features are good,0
this device is really good performing andvalue for money,0
after,0
looks very smart and battery life for,0
call quality,0
camera is,0
am very fan of redmi mobiles am using redmi note,0
in this phone over all good and best but only i see one issue,0
charger plug is not in box then how people are changing,0
awesome,0
hanging issue and sometimes unable to attend the call,0
it came in good condition,0
i expected little bit more from this battery,0
average phone,0
good product,0
front camera is not good over all is fine,0
process is goodnew ui is not that users friendly like previous mi phonescamera is not best just ok doesn,0
ghtiya handset oppo ka nam khrab kar raha he,0
i got this for my mom,0
best mobile with best price good camera quality and satisfied with the product,0
good phone,0
camera quality not good,0
awesome phone in this price range,0
redmi,0
nice mobile battery,0
the media could not be loaded,0
the mobile until now ok but now mobile net signal showing up not working all wattapp and imo every thing pls replay,0
hanging problem,0
after,0
very nice,0
top quality,0
best,0
battery discharging in,0
gud,0
camara quality and battery life and finger print reader is best,0
its a good and budget phone,0
touch screen is not functioning properly sometimes,0
camera is good but istall gcam for more better photos,0
good,0
everything thing is perfectly fine except it,0
good,0
good choice of if u buy it on,0
value for money,0
good,0
nice overall,0
worth this productgood job redmi,0
very nice mobile i am thankful to xiomi,0
sleek,0
so beautiful,0
the phone,0
nice product,0
nice phone,0
every thing is good but data showing features not available,0
fabulous,0
i have always preferred in case of phones because of its amazing ui,0
camera is worst,0
poor battery life first day of usage itself,0
i have bought this phone for my wife as a valentines gift but this phones camera is really too bad,0
battery is average and camera also redmi should improve for camera,0
bakwas,0
i am facing screen issues,0
all of them are amazing,0
mob color is vibrabt,0
avoid,0
camera quality is very poor its,0
mobile looks good,0
there is nothing to say i like all features in this price range no one satand you can say that it,0
awesome phone with a great display and camera,0
value of money in this price range,0
poor performance of processor and camera,0
look up,0
very bed,0
screen is worst,0
all best at this price,0
good,0
very good phone by looks,0
very disapointed,0
missing charger adapter,0
sound quality during call is a big let down,0
issue,0
great design,0
i have iqoo z,0
but over all happy with the performance,0
good product,0
i bought the phone by seeing the features but it is not up to the mark,0
nice battery backup and good sound,0
huge fan of redmi series but disappointed this time,0
mobile is hanging,0
if you want to play pubg,0
iqoo z,0
need exchange,0
phone camera quality is not good and phone is hang problem,0
fornt camera is not good,0
not upto samsung standard,0
good product,0
the features are good,0
some things never change like a hang issue in all samsung mobiles,0
the media could not be loaded,0
not good slow performance,0
worst phone i ever used,0
no value for money,0
camera was not good,0
worth of money,0
good quality,0
the display quality is amazing,0
network problem,0
the phone has a big screen size,0
too bad,0
amazing phone with premium performance,0
phon is much heat and slow phon i have trible please help me amazon refund my money and return this item,0
nice,0
good quality product,0
camera quality is so poor,0
display coulor is not good,0
when kn the hotspot and try to connect internet through wifi,0
it,0
not value for money,0
camera is very bad cleraty and speakar is very bad voice call not hear properly,0
no doubt it is a budget phone,0
when i buy this product,0
performance and light weight mobilebudget king,0
worst product ever,0
surprisingly good performance for a phone at this price,0
mah battery that drains,0
this phone slow like hell,0
good,0
good product,0
average product disappointed with camera quality other things are good in this price range,0
it,0
camera is bad,0
overheating while use,0
just one month into usage,0
don,0
worst phone ever,0
according to which,0
unhappy with the handset as it has started hanging now and it,0
not satisfied with this type of product after,0
fully hanging and no apps downloading,0
very good phone worth the money,0
all functions are good,0
the media could not be loaded,0
this phone heats at top part of screen while charging for,0
touch screen not working and hanging phone so please replace,0
phone not working and d,0
the worst phone and got the worst service,0
strap is poor quality keep rebooting always,0
nice,0
good products,0
this is budget,0
screen problem,0
camera not good enough,0
great,0
desplay shows purple vertical line,0
totally crap mobileit,0
after,0
too many junk apps pre installed and they get installed after every software update,0
phones audio stopped working after one month of purchase,0
this is bad phone,0
worst phone it,0
i don,0
in this mobile i am playing ff it was hanging when the squad was infront of me it will happen any once only i will should you refer to take this mobile,0
phone bahut garam hotahe,0
ok but it no accessories like headphones and etc,0
when ever using map or other applications it,0
light weightbest battery life with its software managementandroid,0
i bought this phone,0
camera is very worst,0
the media could not be loaded,0
i bought,0
everything dislike,0
overall a nice phone,0
camera is not good but except that everything is exceptionally built,0
phone is not vry good as per price range,0
it,0
not good phone,0
issue,0
very good,0
bekar bad,0
nice phone,0
the media could not be loaded,0
mobile will be too sloe like used mobile after,0
average mobile at this price,0
no,0
bad decision to purchase,0
team,0
the phone is getting very hot,0
totaly bekaar phone hai koi mat lo,0
like the colour orange,0
very bad quality product,0
the features like customisation is not their as expected some bugs their while playing the game,0
dirtiest phone,0
wonderful phone,0
display and battery life are excellent,0
my personal experience about this phone was very bad,0
why i buying this phone i regret every time please dn,0
bettery life,0
camera average,0
tried to add google account and it was saying add account or create account,0
gud buy,0
camera is not upto mark,0
nice phone,0
good phone at budget rate,0
vg,0
looks good processor good,0
good,0
bad camera quality,0
good,0
fairly good worth purchasing,0
super quality and quality expected is best,0
if you are looking for a good display and camera,0
the media could not be loaded,0
it,0
ok,0
worst product i ever had,0
good product,0
good product,0
not able speak at this time,0
the camera does not have a watermark there is no facility to take photos with fingerprint sensor,0
okay,0
third class mobile,0
best mobile for budget,0
pros,0
no issue,0
worest phone i ever purchased,0
value for money,0
easy to operate,0
worst phone ever,0
bad,0
finger print sensor is fast,0
very bed experience with mi note,0
it,0
camara not working after two days,0
good smartphone,0
very nice product,0
doesn,0
that,0
the perfect mobile for the price,0
overall it,0
phone is good but didn,0
nice,0
super,0
very nice phone,0
product was nice light weight,0
potrait mode in daylight is just lovely,0
very good,0
no,0
it,0
product was average,0
best,0
simply good,0
i received a defective mobile with software issue,0
poor display and camera quality,0
light weight and hd display and smooth operation good,0
best phone total performance is good,0
worth for money in all its a good phone,0
good processor good battery fast charging very handy,0
worst phone ever from mii,0
at time of uses it heat to much and at time of torch open it also heat and camera not good it to bad,0
the camera is useless,0
good phone awesome charging speed,0
camers was not to good battery was so good dislpay was amazing clearityworth for money under,0
nice,0
very good product,0
it is very nice phone excellent performance and battery life and picture quality is very good but it,0
my previous phone xiaomi note,0
nice phone,0
it,0
only for battery i can give,0
finger print reader,0
good performance and processing system good h or phone accha hai dekhne mein bhi achcha hai overal phone achcha hai,0
good product,0
best budget phone at the time i bought it,0
nice phone with budget,0
i got in a very good deal,0
good,0
battery life is all fine,0
happy with deal,0
very good,0
very attractive as per price with configaration,0
the media could not be loaded,0
good,0
good phone in price segment,0
poor quality display,0
totaly waste of money not working properly camera quality is null also finger sensor is waste and phone got hang on call even on second day of purchase,0
any app hangs anywhere,0
very bad interface,0
super smart phone easy and smooth operationno heatingno hangpura paisa vasool phone,0
there is network issue,0
the media could not be loaded,0
purchased this phone on,0
i liked this phone a phone with fingerprint sensor at this rate,0
battery life is about,0
hi,0
you can buy if you are looking for a budget phone,0
best,0
lovely,0
very nice,0
camera completely dissatisfied,0
best price in great indian festival,0
very bad product camera quality is very bad don,0
worth for every penny,0
finger print reader is not so fast,0
nice product,0
cghj,0
must buy,0
the media could not be loaded,0
nice budget phone,0
overall poor performance,0
good,0
good product but after unboxing mobile cover and screen garud not received,0
good camera quality and so on,0
nice mobile in this price range,0
good in this prise range,0
i want to return this is product because camera quality,0
issue,0
irritating heating issues and too much strucking problems,0
good,0
my first one plus mobile over all nice but heating problem every charging time camera very nice clearity,0
best in category,0
had to wait,0
best looking phone ever for the price,0
got the defective and also not received the replacement,0
overall good,0
in this price nice phone,0
worst camera,0
like,0
i bought nord ce,0
phone,0
this product hanging a lot,0
phone is good,0
issue,0
nice,0
bad experience for mi phone,0
fingerprint reader is work very fast,0
wide angle camera is not to good,0
better using,0
the phone is great in this prize segment,0
nice,0
fingerprint reader is average,0
nice,0
processor,0
it,0
good,0
i really liked it,0
its just,0
good phone,0
acha mob h cemera loking battery aur ram and rom coling system backup and i am happy this phone ok,0
good light weight handy smartphone for day to day use with good battery backup but camera is just ok ok,0
good,0
writing the review after,0
excellent phone,0
everything is working well,0
superb phone with brilliant display,0
great display,0
redmi,0
overall specs are good but camera is average,0
overall handset is descent,0
camera is very okayish,0
using this phone since,0
within purchase of two months,0
i bought the,0
good,0
exlant,0
i like very much,0
nice,0
expected better camera,0
issue,0
super thanks amazon and oppo,0
good,0
bought the phone for my dad,0
no ear phone given with phone,0
camera quality is not good as per the price range,0
i found this product below average,0
phone is good but phone box is different to mobail colormobail color is satured white but box is black color phone,0
worst product,0
good prize range,0
very bad experience,0
supeeer,0
good,0
processor not good,0
worst phonemetlena cons,0
they said,0
good battery backup,0
a good phone for regular use,0
nice phone,0
phone hangs alot the moment i switched on it,0
the media could not be loaded,0
good phone in budget,0
it,0
good product,0
nice packaging,0
very nice,0
very good phone for the price and in two months of use,0
the media could not be loaded,0
it,0
nice,0
dislike camera quality poor performance,0
camera,0
i am happy with phone and the deal i got from the company,0
awesome,0
great performance,0
excellent buying,0
battery capacity sahi nhi chal rahi hai,0
nice,0
save money,0
excellent full satisfaction,0
don,0
except camera all features good,0
except some software bugs its a value for money mobile,0
it,0
awesome,0
worst quality redmi,0
good quality,0
they want to improve camera and display,0
really great experience with the phone and delivered in next day only,0
camera quality is very bad,0
good,0
voice not good,0
nice,0
good,0
actually i ordered,0
nothing spl but decent enough for normal use,0
sim ejector is missing,0
camera is average,0
very nice product in amazon,0
good,0
first of all thanks amazon for delivery on time,0
phone toch paid is not working properly,0
good productcamera not up to the markproximity censor occasionally gives issuesbattery life is good,0
awesome products,0
good phone,0
nice budget phone,0
like this,0
nice and quick delivery,0
good phone for a daily use,0
fingerprint response is quickbattery life is goodcamera is like a loop hole to this i wish in upcoming models you,0
good,0
audio is feeble when videos are played,0
redmi,0
overall good product at this range,0
good,0
issue,0
ato z,0
best product in this segment,0
worest mobile in my life,0
good,0
camera is good both front and back,0
this phone is very good only one think that i give it,0
good,0
budget phone,0
good,0
really a great phone under,0
finger print is slow,0
super mobile phone,0
nice phone,0
the phone is pretty decent the camera quality didn,0
phone was good,0
excellent performance,0
battery life good,0
camera quality not good,0
photo quality is good,0
good mobile,0
only battery life performance is awesome nothing else,0
product is good but i,0
good,0
good,0
good,0
good,0
nice,0
all is excellent,0
nice,0
all is but camera quality not good,0
good,0
like,0
mobile phone is best but camara not good,0
look wise better then redmi note,0
camera quality is not okay,0
mobile damege i want to warranty,0
there is a problem with the battery and all is well,0
battery is good,0
no headphones,0
